instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,rental_category,temp_category
11335,2012-04-22,Summer,1,4,11,0,0,0,Light Rain,0.38,0.3939,0.87,0.2985,7,70,77,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11336,2012-04-22,Summer,1,4,12,0,0,0,Light Rain,0.38,0.3939,0.87,0.3284,5,56,61,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11337,2012-04-22,Summer,1,4,13,0,0,0,Light Rain,0.38,0.3939,0.82,0.3582,5,47,52,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11338,2012-04-22,Summer,1,4,14,0,0,0,Light Rain,0.38,0.3939,0.87,0.3284,3,50,53,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11339,2012-04-22,Summer,1,4,15,0,0,0,Light Rain,0.38,0.3939,0.87,0.3881,0,38,38,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11340,2012-04-22,Summer,1,4,16,0,0,0,Light Rain,0.38,0.3939,0.87,0.4478,4,32,36,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11341,2012-04-22,Summer,1,4,17,0,0,0,Light Rain,0.36,0.3182,0.93,0.4478,2,25,27,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11342,2012-04-22,Summer,1,4,18,0,0,0,Light Rain,0.36,0.3182,0.93,0.4478,1,38,39,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11343,2012-04-22,Summer,1,4,19,0,0,0,Light Rain,0.36,0.3182,0.87,0.5224,1,34,35,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11344,2012-04-22,Summer,1,4,20,0,0,0,Light Rain,0.36,0.3333,0.93,0.4179,1,34,35,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11345,2012-04-22,Summer,1,4,21,0,0,0,Light Rain,0.36,0.3333,0.87,0.3881,0,11,11,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11346,2012-04-22,Summer,1,4,22,0,0,0,Light Rain,0.34,0.2879,0.87,0.5224,0,13,13,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11347,2012-04-22,Summer,1,4,23,0,0,0,Light Rain,0.36,0.3182,0.81,0.4627,0,17,17,478,2,1,4,0,0,0,1,0.396667,0.389504,0.835417,0.344546,120,907,1027,Rendah,Sejuk
11348,2012-04-23,Summer,1,4,0,0,1,1,Light Rain,0.36,0.3333,0.81,0.4179,0,6,6,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11349,2012-04-23,Summer,1,4,1,0,1,1,Light Rain,0.34,0.303,0.87,0.3582,1,1,2,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11350,2012-04-23,Summer,1,4,2,0,1,1,Mist,0.32,0.303,0.87,0.3284,1,3,4,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11351,2012-04-23,Summer,1,4,3,0,1,1,Mist,0.32,0.303,0.81,0.2836,0,1,1,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11352,2012-04-23,Summer,1,4,4,0,1,1,Light Rain,0.3,0.2879,0.81,0.2836,0,3,3,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11353,2012-04-23,Summer,1,4,5,0,1,1,Light Rain,0.3,0.2879,0.81,0.2836,0,14,14,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11354,2012-04-23,Summer,1,4,6,0,1,1,Mist,0.3,0.2727,0.81,0.2985,2,43,45,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11355,2012-04-23,Summer,1,4,7,0,1,1,Light Rain,0.3,0.2879,0.81,0.2537,1,206,207,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11356,2012-04-23,Summer,1,4,8,0,1,1,Mist,0.3,0.2727,0.75,0.3284,11,471,482,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11357,2012-04-23,Summer,1,4,9,0,1,1,Mist,0.3,0.2727,0.75,0.3881,17,255,272,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11358,2012-04-23,Summer,1,4,10,0,1,1,Mist,0.32,0.303,0.7,0.3284,12,88,100,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11359,2012-04-23,Summer,1,4,11,0,1,1,Mist,0.32,0.2879,0.7,0.3582,10,91,101,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11360,2012-04-23,Summer,1,4,12,0,1,1,Light Rain,0.34,0.303,0.71,0.3582,12,117,129,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11361,2012-04-23,Summer,1,4,13,0,1,1,Light Rain,0.34,0.303,0.66,0.3881,9,98,107,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11362,2012-04-23,Summer,1,4,14,0,1,1,Light Rain,0.36,0.3182,0.62,0.4478,12,102,114,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11363,2012-04-23,Summer,1,4,15,0,1,1,Mist,0.36,0.3333,0.62,0.3881,11,101,112,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11364,2012-04-23,Summer,1,4,16,0,1,1,Light Rain,0.3,0.2727,0.81,0.3582,10,93,103,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11365,2012-04-23,Summer,1,4,17,0,1,1,Light Rain,0.3,0.2727,0.82,0.3284,13,219,232,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11366,2012-04-23,Summer,1,4,18,0,1,1,Light Rain,0.32,0.3333,0.81,0.1343,10,369,379,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11367,2012-04-23,Summer,1,4,19,0,1,1,Mist,0.34,0.3182,0.76,0.2239,11,287,298,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11368,2012-04-23,Summer,1,4,20,0,1,1,Mist,0.32,0.3182,0.76,0.1642,17,186,203,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11369,2012-04-23,Summer,1,4,21,0,1,1,Mist,0.32,0.303,0.81,0.2239,7,145,152,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11370,2012-04-23,Summer,1,4,22,0,1,1,Clear,0.32,0.3182,0.76,0.194,18,71,89,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11371,2012-04-23,Summer,1,4,23,0,1,1,Clear,0.32,0.3182,0.76,0.1642,10,49,59,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Rendah,Sejuk
11372,2012-04-24,Summer,1,4,0,0,2,1,Mist,0.32,0.3333,0.76,0.1343,0,13,13,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11373,2012-04-24,Summer,1,4,1,0,2,1,Mist,0.32,0.3333,0.81,0.1343,1,6,7,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11374,2012-04-24,Summer,1,4,2,0,2,1,Clear,0.32,0.3182,0.81,0.194,0,3,3,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11375,2012-04-24,Summer,1,4,3,0,2,1,Clear,0.32,0.303,0.81,0.2239,0,2,2,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11376,2012-04-24,Summer,1,4,4,0,2,1,Clear,0.3,0.2879,0.7,0.194,0,3,3,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11377,2012-04-24,Summer,1,4,5,0,2,1,Clear,0.3,0.2879,0.7,0.194,0,22,22,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11378,2012-04-24,Summer,1,4,6,0,2,1,Clear,0.3,0.2879,0.7,0.2239,3,117,120,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11379,2012-04-24,Summer,1,4,7,0,2,1,Clear,0.32,0.303,0.66,0.2836,3,387,390,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11380,2012-04-24,Summer,1,4,8,0,2,1,Clear,0.34,0.3182,0.61,0.2537,12,599,611,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11381,2012-04-24,Summer,1,4,9,0,2,1,Clear,0.4,0.4091,0.47,0.3582,6,302,308,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11382,2012-04-24,Summer,1,4,10,0,2,1,Clear,0.42,0.4242,0.47,0.2985,33,129,162,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11383,2012-04-24,Summer,1,4,11,0,2,1,Clear,0.46,0.4545,0.31,0.3881,27,157,184,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11384,2012-04-24,Summer,1,4,12,0,2,1,Clear,0.48,0.4697,0.29,0.3881,36,188,224,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11385,2012-04-24,Summer,1,4,13,0,2,1,Clear,0.5,0.4848,0.29,0.3881,35,189,224,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11386,2012-04-24,Summer,1,4,14,0,2,1,Clear,0.5,0.4848,0.25,0.3881,50,166,216,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11387,2012-04-24,Summer,1,4,15,0,2,1,Clear,0.5,0.4848,0.23,0.4179,60,176,236,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11388,2012-04-24,Summer,1,4,16,0,2,1,Clear,0.5,0.4848,0.23,0.194,54,308,362,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11389,2012-04-24,Summer,1,4,17,0,2,1,Clear,0.52,0.5,0.22,0.3881,72,619,691,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11390,2012-04-24,Summer,1,4,18,0,2,1,Clear,0.5,0.4848,0.18,0.194,52,580,632,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11391,2012-04-24,Summer,1,4,19,0,2,1,Clear,0.5,0.4848,0.18,0.2537,33,449,482,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11392,2012-04-24,Summer,1,4,20,0,2,1,Clear,0.48,0.4697,0.21,0.3284,16,269,285,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11393,2012-04-24,Summer,1,4,21,0,2,1,Mist,0.46,0.4545,0.28,0.1642,13,213,226,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11394,2012-04-24,Summer,1,4,22,0,2,1,Clear,0.44,0.4394,0.35,0.1045,8,149,157,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11395,2012-04-24,Summer,1,4,23,0,2,1,Clear,0.42,0.4242,0.38,0.0896,4,69,73,480,2,1,4,0,2,1,0,0.413333,0.405283,0.454167,0.249383,518,5115,5633,Tinggi,Sejuk
11396,2012-04-25,Summer,1,4,0,0,3,1,Clear,0.44,0.4394,0.38,0.194,13,23,36,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11397,2012-04-25,Summer,1,4,1,0,3,1,Clear,0.42,0.4242,0.41,0.194,8,17,25,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11398,2012-04-25,Summer,1,4,2,0,3,1,Clear,0.36,0.3788,0.62,0.194,1,6,7,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11399,2012-04-25,Summer,1,4,3,0,3,1,Clear,0.32,0.3333,0.7,0.0896,0,3,3,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11400,2012-04-25,Summer,1,4,4,0,3,1,Clear,0.34,0.3485,0.66,0.0896,0,6,6,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11401,2012-04-25,Summer,1,4,5,0,3,1,Clear,0.34,0.3636,0.66,0.194,0,24,24,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11402,2012-04-25,Summer,1,4,6,0,3,1,Clear,0.34,0.3636,0.66,0.194,3,103,106,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11403,2012-04-25,Summer,1,4,7,0,3,1,Clear,0.34,0.3636,0.71,0.194,13,376,389,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11404,2012-04-25,Summer,1,4,8,0,3,1,Clear,0.36,0.3636,0.76,0.0896,20,634,654,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11405,2012-04-25,Summer,1,4,9,0,3,1,Clear,0.42,0.4242,0.54,0.194,33,288,321,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11406,2012-04-25,Summer,1,4,10,0,3,1,Clear,0.52,0.5,0.34,0.194,44,138,182,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11407,2012-04-25,Summer,1,4,11,0,3,1,Clear,0.52,0.5,0.32,0.1343,42,177,219,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11408,2012-04-25,Summer,1,4,12,0,3,1,Clear,0.54,0.5152,0.28,0.2836,49,220,269,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11409,2012-04-25,Summer,1,4,13,0,3,1,Clear,0.56,0.5303,0.26,0.2239,35,193,228,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11410,2012-04-25,Summer,1,4,14,0,3,1,Clear,0.56,0.5303,0.22,0.3582,47,176,223,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11411,2012-04-25,Summer,1,4,15,0,3,1,Clear,0.58,0.5455,0.19,0.1642,47,182,229,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11412,2012-04-25,Summer,1,4,16,0,3,1,Clear,0.6,0.5909,0.2,0.3284,49,327,376,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11413,2012-04-25,Summer,1,4,17,0,3,1,Clear,0.6,0.5909,0.2,0.2985,68,664,732,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11414,2012-04-25,Summer,1,4,18,0,3,1,Clear,0.6,0.5909,0.2,0.2836,60,649,709,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11415,2012-04-25,Summer,1,4,19,0,3,1,Clear,0.6,0.5909,0.2,0.194,42,501,543,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11416,2012-04-25,Summer,1,4,20,0,3,1,Clear,0.56,0.5303,0.22,0.0896,22,358,380,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11417,2012-04-25,Summer,1,4,21,0,3,1,Clear,0.52,0.5,0.52,0.1343,27,212,239,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11418,2012-04-25,Summer,1,4,22,0,3,1,Clear,0.5,0.4848,0.51,0.194,22,170,192,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11419,2012-04-25,Summer,1,4,23,0,3,1,Mist,0.5,0.4848,0.51,0.0896,10,94,104,481,2,1,4,0,3,1,0,0.476667,0.470317,0.427917,0.118792,655,5541,6196,Tinggi,Sejuk
11420,2012-04-26,Summer,1,4,0,0,4,1,Mist,0.48,0.4697,0.63,0.194,1,42,43,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11421,2012-04-26,Summer,1,4,1,0,4,1,Mist,0.48,0.4697,0.48,0.0896,1,22,23,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11422,2012-04-26,Summer,1,4,2,0,4,1,Mist,0.48,0.4697,0.55,0.1045,3,10,13,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11423,2012-04-26,Summer,1,4,3,0,4,1,Mist,0.48,0.4697,0.55,0.0896,1,5,6,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11424,2012-04-26,Summer,1,4,4,0,4,1,Mist,0.48,0.4697,0.59,0.0896,1,2,3,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11425,2012-04-26,Summer,1,4,5,0,4,1,Mist,0.48,0.4697,0.63,0.1343,0,17,17,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11426,2012-04-26,Summer,1,4,6,0,4,1,Mist,0.48,0.4697,0.63,0.2537,5,122,127,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11427,2012-04-26,Summer,1,4,7,0,4,1,Light Rain,0.46,0.4545,0.82,0.3582,3,222,225,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11428,2012-04-26,Summer,1,4,8,0,4,1,Light Rain,0.46,0.4545,0.82,0.194,4,358,362,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11429,2012-04-26,Summer,1,4,9,0,4,1,Light Rain,0.46,0.4545,0.88,0.1642,12,189,201,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11430,2012-04-26,Summer,1,4,10,0,4,1,Mist,0.46,0.4545,0.94,0.1642,14,125,139,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11431,2012-04-26,Summer,1,4,11,0,4,1,Mist,0.46,0.4545,0.94,0.2239,16,135,151,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11432,2012-04-26,Summer,1,4,12,0,4,1,Mist,0.52,0.5,0.83,0.1343,24,180,204,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11433,2012-04-26,Summer,1,4,13,0,4,1,Mist,0.5,0.4848,0.82,0.1642,19,178,197,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11434,2012-04-26,Summer,1,4,14,0,4,1,Mist,0.54,0.5152,0.77,0.194,37,132,169,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11435,2012-04-26,Summer,1,4,15,0,4,1,Mist,0.52,0.5,0.83,0.3284,39,165,204,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11436,2012-04-26,Summer,1,4,16,0,4,1,Mist,0.52,0.5,0.83,0.2239,37,281,318,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11437,2012-04-26,Summer,1,4,17,0,4,1,Clear,0.54,0.5152,0.77,0.1642,49,565,614,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11438,2012-04-26,Summer,1,4,18,0,4,1,Mist,0.54,0.5152,0.77,0.194,75,589,664,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11439,2012-04-26,Summer,1,4,19,0,4,1,Mist,0.54,0.5152,0.77,0.2239,57,407,464,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11440,2012-04-26,Summer,1,4,20,0,4,1,Clear,0.54,0.5152,0.77,0.194,23,314,337,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11441,2012-04-26,Summer,1,4,21,0,4,1,Clear,0.52,0.5,0.83,0.2239,28,222,250,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11442,2012-04-26,Summer,1,4,22,0,4,1,Clear,0.52,0.5,0.83,0.1642,20,163,183,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11443,2012-04-26,Summer,1,4,23,0,4,1,Clear,0.5,0.4848,0.88,0.1642,6,106,112,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Sedang,Sejuk
11444,2012-04-27,Summer,1,4,0,0,5,1,Clear,0.54,0.5152,0.68,0.5522,12,61,73,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11445,2012-04-27,Summer,1,4,1,0,5,1,Clear,0.5,0.4848,0.59,0.4478,3,32,35,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11446,2012-04-27,Summer,1,4,2,0,5,1,Clear,0.48,0.4697,0.59,0.4179,4,18,22,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11447,2012-04-27,Summer,1,4,3,0,5,1,Clear,0.44,0.4394,0.47,0.4925,1,2,3,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11448,2012-04-27,Summer,1,4,4,0,5,1,Clear,0.42,0.4242,0.44,0.2537,0,6,6,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11449,2012-04-27,Summer,1,4,5,0,5,1,Clear,0.42,0.4242,0.44,0.3582,0,19,19,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11450,2012-04-27,Summer,1,4,6,0,5,1,Clear,0.4,0.4091,0.43,0.2537,5,115,120,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11451,2012-04-27,Summer,1,4,7,0,5,1,Clear,0.38,0.3939,0.5,0.2836,10,305,315,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11452,2012-04-27,Summer,1,4,8,0,5,1,Clear,0.4,0.4091,0.5,0.194,17,575,592,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11453,2012-04-27,Summer,1,4,9,0,5,1,Clear,0.42,0.4242,0.44,0.4925,42,292,334,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11454,2012-04-27,Summer,1,4,10,0,5,1,Clear,0.44,0.4394,0.38,0.4179,64,172,236,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11455,2012-04-27,Summer,1,4,11,0,5,1,Clear,0.44,0.4394,0.38,0.3284,47,186,233,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11456,2012-04-27,Summer,1,4,12,0,5,1,Clear,0.46,0.4545,0.36,0.3582,63,244,307,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11457,2012-04-27,Summer,1,4,13,0,5,1,Clear,0.46,0.4545,0.33,0.3881,94,212,306,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11458,2012-04-27,Summer,1,4,14,0,5,1,Clear,0.46,0.4545,0.33,0.3284,94,206,300,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
11459,2012-04-27,Summer,1,4,15,0,5,1,Clear,0.52,0.5,0.29,0.4925,101,223,324,483,2,1,4,0,5,1,0,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,Tinggi,Sejuk
